Code,Food name in English,Scientific name,eligibility_status,eligibility_reason,eligibility_rule_id,eligibility_source
11_017,"Coconut oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",Cocos nucifera,eligible,No exclusion or review rule matched.,,Default project rule
11_013,"Corn (maize) oil, unfortified",Zea mays,eligible,No exclusion or review rule matched.,,Default project rule
11_033,"Corn (maize) oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Zea mays,eligible,No exclusion or review rule matched.,,Default project rule
11_032,"Corn (maize) oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",Zea mays,eligible,No exclusion or review rule matched.,,Default project rule
11_005,"Cottonseed oil, yellow brown, unfortified",Gossypium spp.,eligible,No exclusion or review rule matched.,,Default project rule
11_020,"Cottonseed oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Gossypium spp.,eligible,No exclusion or review rule matched.,,Default project rule
11_019,"Cottonseed oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",Gossypium spp.,eligible,No exclusion or review rule matched.,,Default project rule
11_003,"Groundnut oil, unfortified",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
11_021,"Groundnut oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
11_022,"Groundnut oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
11_029,"Margarine, fortified with vitamin A and D (Nigeria)",,eligible,No exclusion or review rule matched.,,Default project rule
11_006,"Margarine, fortified with vitamin A",,eligible,No exclusion or review rule matched.,,Default project rule
11_012,"Palm kernel oil, unfortified",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
11_026,"Palm kernel oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
11_025,"Palm kernel oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
11_004,"Palm oil, red",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
11_007,"Palm oil, refined and decoloured, unfortified",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
11_024,"Palm oil, refined and decoloured, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
11_023,"Palm oil, refined and decoloured, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
11_008,"Shea butter, white",Butyrospermum parkii,eligible,No exclusion or review rule matched.,,Default project rule
11_009,"Soya oil, unfortified",Glycine max,eligible,No exclusion or review rule matched.,,Default project rule
11_027,"Soya oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",Glycine max,eligible,No exclusion or review rule matched.,,Default project rule
11_028,"Soya oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Glycine max,eligible,No exclusion or review rule matched.,,Default project rule
11_016,"Sunflower oil, unfortified",Helianthus annuus,eligible,No exclusion or review rule matched.,,Default project rule
11_035,"Sunflower oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Helianthus annuus,eligible,No exclusion or review rule matched.,,Default project rule
11_034,"Sunflower oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",Helianthus annuus,eligible,No exclusion or review rule matched.,,Default project rule
11_015,"Oil, from cow’s milk butter (ghee)",,eligible,No exclusion or review rule matched.,,Default project rule
11_014,Olive oil,Olea europaea,eligible,No exclusion or review rule matched.,,Default project rule
11_010,"Vegetable oil, unfortified",,eligible,No exclusion or review rule matched.,,Default project rule
11_031,"Vegetable oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",,eligible,No exclusion or review rule matched.,,Default project rule
11_030,"Vegetable oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d’Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)",,eligible,No exclusion or review rule matched.,,Default project rule
12_001,"Beer, European (4.6% v/v alcohol)",,eligible,No exclusion or review rule matched.,,Default project rule
12_020,"Beer, European (>6% v/v alcohol)",,eligible,No exclusion or review rule matched.,,Default project rule
12_002,"Beer, maize (ca. 3% v/v alcohol)",,eligible,No exclusion or review rule matched.,,Default project rule
12_003,"Beer, millet (ca. 3% v/v alcohol)",,eligible,No exclusion or review rule matched.,,Default project rule
12_004,"Beer, sorghum (ca. 3% v/v alcohol)",,eligible,No exclusion or review rule matched.,,Default project rule
12_024,"Carbonated drink (e.g. Coca-Cola, Sprite)",,eligible,No exclusion or review rule matched.,,Default project rule
12_023,Coconut water,Cocos nucifera,eligible,No exclusion or review rule matched.,,Default project rule
12_005,"Coffee, instant, powder",,eligible,No exclusion or review rule matched.,,Default project rule
12_009,"Coffee, liquid",,eligible,No exclusion or review rule matched.,,Default project rule
12_012,"Juice, canned or bottled, sweetened (e.g. apple)",,eligible,No exclusion or review rule matched.,,Default project rule
12_013,"Juice, canned or bottled, unsweetened (e.g. grapefruit)",,eligible,No exclusion or review rule matched.,,Default project rule
12_010,"Juice, lemon, fresh, unsweetened",,eligible,No exclusion or review rule matched.,,Default project rule
12_011,"Juice, orange, fresh, unsweetened",,eligible,No exclusion or review rule matched.,,Default project rule
12_016,"Ovaltine beverage with reduced fat milk, without sugar, fortified*",,exclude,Beverage powder/product outside core food-prioritization candidate set.,E007,Project food-candidate eligibility rule; WAFCT food name
12_017,"Ovaltine beverage with skimmed milk, without sugar, fortified*",,exclude,Beverage powder/product outside core food-prioritization candidate set.,E007,Project food-candidate eligibility rule; WAFCT food name
12_015,"Ovaltine beverage with whole milk, without sugar, fortified*",,exclude,Beverage powder/product outside core food-prioritization candidate set.,E007,Project food-candidate eligibility rule; WAFCT food name
12_014,"Nectar, mango, canned",,eligible,No exclusion or review rule matched.,,Default project rule
12_006,Palm wine (ca. 3.8% v/v alcohol),,eligible,No exclusion or review rule matched.,,Default project rule
12_007,"Sap, palm, fresh (0.3% v/v alcohol)",,eligible,No exclusion or review rule matched.,,Default project rule
12_025,"Soybean milk, fluid, from soybeans only, unfortified",Glycine max,eligible,No exclusion or review rule matched.,,Default project rule
12_008,"Tea, infusion",,eligible,No exclusion or review rule matched.,,Default project rule
12_019,"Water, tap",,eligible,No exclusion or review rule matched.,,Default project rule
12_021,"Water with fresh lemon juice, unsweetened*",,eligible,No exclusion or review rule matched.,,Default project rule
12_022,"Water with fresh lemon juice, sweetened*",,eligible,No exclusion or review rule matched.,,Default project rule
13_016,"Allspice, ground",Pimenta dioica,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_004,Anis seed,Pimpinella anisum,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_019,Baking soda (sodium bicarbonate),,exclude,"Leavening/processing agent, not a standalone food recommendation.",E002,Project food-candidate eligibility rule; WAFCT food name
13_020,"Calabash nutmeg, seed, dried",Monodora myristica,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_006,"Chilli pepper, dried",Capsicum spp.,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_007,"Cinnamon, ground",Cinnamomum verum,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_008,"Cube, beef, dry",,exclude,Seasoning cube/condiment used in small amounts.,E004,Project food-candidate eligibility rule; WAFCT food name
13_009,"Cumin, seed",Cuminum cyminum,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_022,Curry powder,,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_011,"Ginger, root, dried",Zingiber officinale,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_001,Honey,,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_023,Jam or marmalade,,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_013,"Mustard, prepared, yellow",,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_012,"Mustard, powder",Brassica nigra,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_014,"Pepper, black",Piper nigrum,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_024,"Potash, solid",,exclude,Culinary additive/caustic compound; not a standalone food recommendation.,E001,MedlinePlus potassium carbonate/hydroxide; WAFCT food name
13_015,Salt,,exclude,"Seasoning used in small amounts, not a standalone food recommendation.",E003,Project food-candidate eligibility rule; WAFCT food name
13_002,"Sugar, white",,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_027,"Sugar, white, fortified with vitamin A (Nigeria)",,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_021,"Sweets, chocolate, milk",,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_028,"Ovaltine powder, fortified",,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_026,"Uda (Ethiopian pepper), fruit/seed, dried",Xylopia aethiopica,exclude,"Condiments, spices, additives, sweeteners, or minor-use ingredients; per-100g ranking would overstate relevance.",E006,Project food-candidate eligibility rule; WAFCT code group 13 and food names
13_003,Vinegar,,exclude,"Condiment used in small amounts, not a standalone food recommendation.",E005,Project food-candidate eligibility rule; WAFCT food name
13_017,"Yeast, dried",,manual_review,Ambiguous nutrient-dense ingredient/condiment; review before allowing into TOPSIS.,R001,Project food-candidate eligibility rule; WAFCT food name
13_018,"Yeast extract, Marmite",,manual_review,Ambiguous nutrient-dense ingredient/condiment; review before allowing into TOPSIS.,R001,Project food-candidate eligibility rule; WAFCT food name
14_021,"Babenda-1 (Burkina Faso)*: sauce from green leaves (amaranth, tchénébdo and hibiscus), groundnut powder, rice and onion",,eligible,No exclusion or review rule matched.,,Default project rule
14_030,"Babenda-2 (Burkina Faso)*: sauce from green leaves (amaranth, hibiscus and spider plant), rice and groundnut powder",,eligible,No exclusion or review rule matched.,,Default project rule
14_025,"Banakou vand zéédo (Burkina Faso)*: cassava leaf sauce with fish, vegetables and red palm oil",,eligible,No exclusion or review rule matched.,,Default project rule
14_029,"Bengedo (Burkina Faso)*: cowpea leaf sauce with fish, vegetables, groundnut paste and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_014,"Bite zindo (Burkina Faso)*: hibiscus leaf sauce with fish, fermented African locust beans and tomatoes",,eligible,No exclusion or review rule matched.,,Default project rule
14_015,"Blouvank koèég zéédo (Burkina Faso)*: jute mallow leaf sauce with lamb, vegetables, fermented African locust beans and red palm oil",,eligible,No exclusion or review rule matched.,,Default project rule
14_016,"Blouvank zéédo (Burkina Faso)*: jute mallow leaf sauce with fish, vegetables and red palm oil",,eligible,No exclusion or review rule matched.,,Default project rule
14_012,"Clear sauce with fish, red palm oil and vegetables (Burkina Faso)*",,eligible,No exclusion or review rule matched.,,Default project rule
14_027,Curry sauce with beef meat and vegetables (Burkina Faso)*,,eligible,No exclusion or review rule matched.,,Default project rule
14_003,"Éindo tomate ne ziim zéindo (Burkina Faso)*: sauce with fish, tomato and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_004,Epinard zéédo (Burkina Faso)*: spinach sauce with fish and vegetables,,eligible,No exclusion or review rule matched.,,Default project rule
14_001,Fish and vegetable soup for children (Burkina Faso)*,,eligible,No exclusion or review rule matched.,,Default project rule
14_008,Groundnut sauce with fish and vegetables (Burkina Faso)*,,eligible,No exclusion or review rule matched.,,Default project rule
14_026,Intro sauce with fish and vegetables (Burkina Faso)*,,eligible,No exclusion or review rule matched.,,Default project rule
14_031,"Katre nagouri vând koèng zéindo (Burkina Faso)*: dried sicklepod leaf sauce with vegetables, shea butter, groundnut paste and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_032,"Katre nagouri vând maasse zéindo (Burkina Faso)*: fresh sicklepod leaf sauce with vegetables, shea butter, groundnut paste and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_013,Koum péèleg zindo (Burkina Faso)*: white eggplant sauce with lamb and vegetables,,eligible,No exclusion or review rule matched.,,Default project rule
14_011,Koum vând zéédo (Burkina Faso)*: wild eggplant leaf sauce with fish and vegetables,,eligible,No exclusion or review rule matched.,,Default project rule
14_007,Koum zindo (Burkina Faso)*: eggplant sauce with fish and vegetables,,eligible,No exclusion or review rule matched.,,Default project rule
14_018,"Maân koèg zéindo-1 (Burkina Faso)*: djoumblé (dried okra) sauce with beef, vegetables and red palm oil",,eligible,No exclusion or review rule matched.,,Default project rule
14_017,"Maân koèg zéindo-2 (Burkina Faso)*: dried okra sauce with lamb, vegetables and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_019,"Maân mâass zéindo (Burkina Faso)*: fresh okra sauce with fish, vegetables, red palm oil and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_009,"Nayoungn vand zindo (Burkina Faso)*: sweet potato leaf sauce, fish, red palm oil and vegetables",,eligible,No exclusion or review rule matched.,,Default project rule
14_002,"Pésgo né tomate zéindo (Burkina Faso)*: sauce with lamb, tomato and vegetables",,eligible,No exclusion or review rule matched.,,Default project rule
14_006,"Siikam zéédo (Burkina Faso)*: groundnut sauce with vegetables, fish and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_028,Siné zindo (Burkina Faso)*: sesame sauce with fish and vegetables,,eligible,No exclusion or review rule matched.,,Default project rule
14_033,"Soup from chicken, beer yeast, vegetables and fermented African locust beans (Burkina Faso)*",,eligible,No exclusion or review rule matched.,,Default project rule
14_034,Soup with cabbage and vegetables (Burkina Faso)*,,eligible,No exclusion or review rule matched.,,Default project rule
14_005,Téi kam zéédo (Burkina Faso)*: red palm oil sauce with fish and vegetables,,eligible,No exclusion or review rule matched.,,Default project rule
14_024,"Téi né maane zéindo (Burkina Faso)*: oil palm fruit sauce with okra powder, fish and vegetables",,eligible,No exclusion or review rule matched.,,Default project rule
14_023,Téi zéindo (Burkina Faso)*: simple oil palm fruit sauce with fish and vegetables,,eligible,No exclusion or review rule matched.,,Default project rule
14_020,"Toeg koing zéédo (Burkina Faso)*: dried baobab leaf sauce with fish, vegetables and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_022,"Toeg maas zéédo (Burkina Faso)*: fresh baobab leaf sauce with fish, vegetables and fermented African locust beans",,eligible,No exclusion or review rule matched.,,Default project rule
14_010,"Yassa sauce with lamb, onion and mustard (Burkina Faso)*",,eligible,No exclusion or review rule matched.,,Default project rule
